Year,GDP_Growth_%,Inflation_%,Unemployment_%,Population_Billion,FDI_Billion_$,Exports_Billion_$,Imports_Billion_$,Tech_Investment_Billion_$,Leading_Sector,Policy_Focus,Economic_Outlook
2039,7.05,3.34,5.2,1.49,93.96,921.31,927.72,74.95,Infrastructure,Startup India,Moderate
2046,6.8,5.05,5.32,1.56,23.33,815.13,793.97,74.64,Infrastructure,Make in India,Moderate
2049,8.36,5.39,4.78,1.55,101.64,770.76,969.82,60.86,Technology,Make in India,Very Strong
2036,7.47,3.43,5.41,1.44,132.36,901.2,882.88,63.04,AI,Smart Cities,Very Strong
2034,7.38,4.58,6.54,1.49,68.33,852.23,705.83,76.81,AI,Digital Push,Moderate
2027,7.75,4.81,8.0,1.54,98.42,879.81,859.03,70.17,Manufacturing,Green Energy,Strong
2037,6.72,3.16,7.0,1.53,171.06,691.43,934.59,38.44,EV,Make in India,Very Strong
2028,7.89,4.31,6.84,1.55,109.44,729.31,749.11,106.83,Manufacturing,Startup India,Positive
2028,7.48,5.97,4.58,1.52,143.92,541.94,838.03,105.51,Renewable Energy,Digital Push,Strong
2026,5.95,4.67,6.32,1.53,84.7,682.79,632.87,96.17,EV,Green Energy,Positive
2033,6.06,4.03,6.13,1.52,121.22,844.85,896.86,67.3,Space,Green Energy,Very Strong
2047,6.74,3.81,6.49,1.58,80.44,817.7,812.12,122.94,Biotech,Green Energy,Strong
2033,6.14,2.78,5.84,1.48,120.03,632.46,947.97,86.44,Space,Green Energy,Very Strong
2036,7.01,4.53,7.86,1.5,131.06,903.88,892.92,73.34,Renewable Energy,Smart Cities,Very Strong
2034,6.39,5.56,6.25,1.45,125.12,1106.77,763.0,94.65,Manufacturing,Green Energy,Strong
2030,7.12,3.63,6.35,1.44,101.38,641.67,701.51,93.5,EV,Digital Push,Very Strong
2039,8.33,2.85,4.24,1.52,116.87,725.29,669.3,39.94,EV,Make in India,Strong
2028,7.16,3.74,6.09,1.46,117.11,675.41,748.96,89.38,Renewable Energy,Digital Push,Very Strong
2046,6.96,4.82,7.35,1.5,126.65,738.61,944.19,92.41,Space,Startup India,Moderate
2030,7.51,3.9,6.76,1.58,106.91,782.87,574.12,82.43,Technology,PLI Scheme,Positive
2030,6.64,3.63,4.04,1.58,133.28,666.32,675.0,63.57,AI,Smart Cities,Moderate
2044,7.87,4.21,5.75,1.61,145.87,716.77,940.26,64.16,EV,Smart Cities,Very Strong
2039,7.6,4.36,7.93,1.58,102.05,760.47,1006.05,100.28,Biotech,Startup India,Very Strong
2029,7.23,3.23,6.05,1.62,111.16,806.59,682.36,105.23,Biotech,Digital Push,Very Strong
2050,7.32,4.05,6.52,1.52,87.38,925.98,673.45,81.04,EV,Digital Push,Moderate
2038,8.83,3.85,7.82,1.45,118.51,748.26,1017.0,97.65,Renewable Energy,Startup India,Very Strong
2035,7.95,3.75,6.05,1.45,118.67,682.58,802.7,80.84,EV,PLI Scheme,Strong
2050,8.96,3.49,6.99,1.57,111.45,833.56,694.76,72.94,Space,Green Energy,Positive
2043,7.63,4.86,6.61,1.5,113.33,798.02,966.25,94.29,Renewable Energy,Green Energy,Very Strong
2033,6.02,3.75,6.83,1.51,158.05,726.86,890.49,67.02,Technology,Make in India,Very Strong
2033,6.99,2.8,6.58,1.47,37.83,808.2,923.13,127.88,Biotech,Digital Push,Positive
2032,5.84,4.39,5.65,1.48,97.58,704.02,702.06,61.25,EV,Digital Push,Positive
2033,7.62,4.71,5.75,1.52,101.41,686.35,872.48,95.68,Infrastructure,Startup India,Positive
2039,7.8,3.64,5.35,1.45,146.42,522.08,994.48,93.0,Manufacturing,Startup India,Moderate
2044,6.49,3.81,4.56,1.51,121.88,710.65,909.71,91.23,Biotech,Green Energy,Moderate
2031,6.68,3.75,7.44,1.58,122.49,538.5,948.78,119.67,Technology,Digital Push,Very Strong
2026,7.32,3.96,6.21,1.39,141.5,673.27,1016.44,36.28,Infrastructure,Digital Push,Positive
2048,6.24,4.97,7.39,1.42,105.5,819.54,879.87,98.23,Biotech,Smart Cities,Very Strong
2040,6.18,4.12,7.77,1.53,126.31,569.38,740.88,84.53,Technology,Make in India,Very Strong
2026,8.19,4.79,6.25,1.57,96.73,727.22,942.8,101.68,AI,Make in India,Very Strong
2050,7.29,3.52,4.89,1.48,83.67,757.86,665.2,91.09,Technology,Green Energy,Moderate
2042,6.75,3.93,6.0,1.4,154.85,721.37,788.88,88.5,Technology,PLI Scheme,Positive
2026,5.85,4.87,5.53,1.57,119.23,692.24,902.33,65.85,AI,Digital Push,Very Strong
2040,7.88,3.64,4.22,1.46,126.12,789.05,369.57,76.54,EV,Smart Cities,Moderate
2048,6.65,4.91,5.7,1.48,83.0,805.69,855.34,152.63,Manufacturing,Digital Push,Strong
2027,8.69,3.76,6.13,1.52,122.76,750.18,861.95,101.86,Space,Startup India,Strong
2039,7.89,3.97,5.56,1.47,154.46,698.91,660.97,111.05,Infrastructure,Green Energy,Very Strong
2046,6.55,5.37,5.43,1.46,103.06,853.77,865.62,82.96,Biotech,PLI Scheme,Very Strong
2033,6.63,3.89,4.92,1.46,78.61,592.71,846.59,72.89,Space,Make in India,Positive
2033,8.58,4.3,6.4,1.59,114.6,832.49,824.76,105.53,Renewable Energy,Digital Push,Positive
2044,7.13,4.63,8.07,1.56,84.1,800.36,986.52,51.93,Manufacturing,PLI Scheme,Very Strong
2032,6.79,4.36,7.48,1.53,71.06,773.88,943.05,76.99,Space,Green Energy,Moderate
2044,7.22,4.38,6.85,1.39,91.63,748.81,909.6,82.91,Biotech,Make in India,Very Strong
2031,6.79,4.16,6.88,1.53,97.69,523.2,676.61,108.9,Technology,Digital Push,Positive
2031,7.39,3.29,6.07,1.53,85.32,916.48,817.57,98.27,Space,Smart Cities,Positive
2028,7.14,4.44,4.4,1.44,143.16,850.64,985.82,80.54,Renewable Energy,Green Energy,Moderate
2032,7.9,3.69,5.83,1.51,157.24,634.63,789.95,97.38,AI,Digital Push,Very Strong
2044,6.89,4.74,5.23,1.55,125.45,841.06,1037.6,83.94,Space,Make in India,Positive
2033,6.49,5.16,6.35,1.53,119.6,772.66,913.69,111.4,Manufacturing,Make in India,Very Strong
2035,6.92,2.94,7.43,1.47,106.45,680.04,1059.34,94.72,EV,Smart Cities,Positive
2045,6.92,5.16,8.17,1.5,87.59,893.02,670.57,124.73,Infrastructure,Green Energy,Strong
2040,7.14,3.91,6.26,1.54,150.07,698.3,798.35,84.44,Manufacturing,Green Energy,Strong
2040,7.71,4.11,4.53,1.5,108.43,912.74,811.58,114.51,Manufacturing,PLI Scheme,Strong
2026,7.66,3.56,6.26,1.56,98.44,814.11,904.86,91.81,EV,Digital Push,Positive
2045,8.16,4.33,6.29,1.52,135.37,864.79,716.6,76.06,Renewable Energy,PLI Scheme,Moderate
2032,6.55,4.25,6.88,1.54,108.16,819.49,594.94,142.03,AI,Make in India,Strong
2029,7.51,4.95,6.18,1.54,134.43,813.93,872.95,116.19,EV,Make in India,Positive
2031,7.78,3.68,6.27,1.45,99.76,775.83,768.69,94.69,Biotech,Smart Cities,Very Strong
2050,6.66,5.36,5.57,1.5,135.44,662.78,754.1,105.32,AI,Smart Cities,Strong
2026,7.03,4.67,5.89,1.48,134.49,757.5,723.01,68.36,EV,Green Energy,Moderate
2030,5.8,4.26,6.71,1.55,143.12,859.97,837.34,69.06,Manufacturing,PLI Scheme,Moderate
2048,7.93,4.07,4.19,1.52,92.26,836.31,669.24,112.28,AI,Make in India,Moderate
2026,7.03,3.99,5.88,1.49,107.92,810.15,792.81,90.1,Renewable Energy,Digital Push,Very Strong
2029,7.85,4.03,6.89,1.44,158.69,498.51,703.98,86.88,Renewable Energy,Startup India,Very Strong
2047,7.36,4.32,7.84,1.42,103.84,724.41,734.72,84.24,Infrastructure,Digital Push,Moderate
2027,7.05,4.05,5.8,1.52,130.28,711.81,869.53,93.04,AI,Smart Cities,Moderate
2035,5.93,3.75,7.39,1.46,167.26,617.61,911.2,84.92,Infrastructure,Digital Push,Moderate
2030,6.07,4.32,7.89,1.53,63.77,858.45,777.15,49.36,Biotech,Make in India,Very Strong
2035,5.13,3.61,5.81,1.42,103.01,506.96,955.5,118.32,EV,PLI Scheme,Very Strong
2026,6.75,4.43,5.64,1.58,110.05,850.4,683.82,87.79,Technology,Green Energy,Positive
2047,9.02,4.04,6.02,1.53,65.03,909.51,607.21,126.63,Biotech,PLI Scheme,Strong
2031,6.17,4.69,6.12,1.5,98.6,724.82,632.91,54.76,Renewable Energy,Startup India,Very Strong
2038,5.09,4.89,7.29,1.58,85.72,741.08,669.44,54.68,Manufacturing,Green Energy,Moderate
2040,7.97,4.89,5.43,1.55,131.44,866.11,636.19,84.49,Space,Startup India,Strong
2029,9.09,4.42,7.74,1.48,66.68,658.36,1102.96,109.55,Renewable Energy,Startup India,Very Strong
2038,7.44,4.5,5.4,1.5,157.23,829.29,602.97,65.61,Technology,Make in India,Strong
2049,7.43,3.97,4.94,1.4,127.25,639.86,951.24,64.83,Manufacturing,Make in India,Positive
2045,6.95,4.67,6.72,1.55,83.65,603.91,816.48,97.44,AI,Smart Cities,Very Strong
2049,5.76,4.75,7.43,1.49,135.66,785.52,851.44,83.74,Space,Smart Cities,Moderate
2040,6.04,3.1,6.38,1.4,124.92,746.8,693.2,100.88,AI,Startup India,Moderate
2033,6.95,4.46,6.64,1.44,109.03,543.48,865.56,84.1,Biotech,PLI Scheme,Positive
2030,6.79,5.16,8.15,1.54,91.96,919.84,692.05,97.7,Space,Smart Cities,Positive
2040,7.11,3.95,7.44,1.58,123.69,700.23,949.19,117.32,Renewable Energy,Make in India,Positive
2029,7.86,3.8,6.23,1.5,113.07,811.28,960.77,65.65,Manufacturing,Smart Cities,Positive
2037,6.73,3.91,5.77,1.45,92.77,942.62,801.12,113.7,EV,Startup India,Positive
2038,7.88,3.15,7.3,1.43,76.42,779.71,810.29,55.92,Space,Green Energy,Very Strong
2027,6.74,4.29,7.03,1.57,88.74,902.8,880.58,102.19,Manufacturing,PLI Scheme,Very Strong
2044,8.03,4.22,6.62,1.52,97.42,646.43,873.43,118.39,Infrastructure,PLI Scheme,Strong
2044,7.27,4.34,5.87,1.48,139.06,920.52,963.38,79.52,Technology,Digital Push,Positive
2029,6.85,4.49,6.12,1.47,131.52,650.9,959.42,102.89,Biotech,Smart Cities,Moderate
2029,7.26,3.64,6.05,1.53,98.75,681.46,815.96,80.26,AI,PLI Scheme,Moderate
2036,6.97,4.39,5.89,1.53,99.72,575.44,753.19,101.71,Renewable Energy,Make in India,Positive
2030,7.29,4.51,5.6,1.46,134.78,782.21,933.63,44.83,Manufacturing,Green Energy,Positive
2045,7.81,3.86,6.47,1.44,116.68,825.71,798.12,93.24,AI,Make in India,Positive
2036,7.13,4.49,5.55,1.45,116.34,842.02,835.92,97.91,Renewable Energy,Smart Cities,Positive
2035,6.9,4.26,6.38,1.48,92.42,578.21,894.24,116.89,Space,Startup India,Positive
2033,6.3,3.76,4.1,1.47,106.91,795.0,956.58,108.51,AI,Digital Push,Moderate
2031,7.66,4.4,5.6,1.58,110.11,799.44,856.52,86.78,Renewable Energy,Digital Push,Strong
2031,7.48,4.0,7.3,1.47,107.72,823.77,737.79,95.36,AI,Green Energy,Positive
2033,6.25,4.69,5.3,1.44,128.35,657.27,1071.58,61.08,EV,PLI Scheme,Positive
2048,7.87,4.03,6.79,1.44,129.13,449.36,1034.25,122.88,Infrastructure,PLI Scheme,Positive
2040,6.24,3.3,5.38,1.49,87.03,834.78,677.48,103.82,Technology,PLI Scheme,Very Strong
2039,8.02,4.39,6.98,1.41,97.49,732.5,692.35,52.78,AI,Digital Push,Moderate
2036,7.75,4.36,5.9,1.5,92.82,783.63,709.96,94.92,Technology,Startup India,Moderate
2037,7.54,3.44,5.86,1.43,144.71,738.65,938.8,96.45,AI,PLI Scheme,Strong
